Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Relative Humidity,Pressure,Wind Speed,Wind Direction,Precipitable Water,Temperature
2003,1,1,0,30,30,24,107,70.8,989,1.9000000000000001,314,1.1,10.8
2003,1,1,1,30,0,0,0,72.8,989,2,318,1,9.4
2003,1,1,2,30,0,0,0,74.19,989,2.3000000000000003,328,1,8.8
2003,1,1,3,30,0,0,0,76.08,990,2.5,342,0.9,8.1
2003,1,1,4,30,0,0,0,77.45,990,2.5,176,0.9,7.4
2003,1,1,5,30,0,0,0,78.3,989,2.6,6,0.9,6.9
2003,1,1,6,30,0,0,0,79.48,989,2.9000000000000004,12,0.9,6.7
2003,1,1,7,30,0,0,0,81.57000000000001,989,3.3000000000000003,18,0.9,6.5
2003,1,1,8,30,0,0,0,82.99,989,3.7,24,0.9,6.300000000000001
2003,1,1,9,30,0,0,0,84.36,989,4,29,0.9,5.9
2003,1,1,10,30,0,0,0,84.32000000000001,989,4.4,32,0.9,5.7
2003,1,1,11,30,0,0,0,81.47,989,4.6000000000000005,34,0.9,5.7
2003,1,1,12,30,0,0,0,75.83,989,4.6000000000000005,37,0.9,5.9
2003,1,1,13,30,0,0,0,70.42,990,4.5,39,0.9,6.1000000000000005
2003,1,1,14,30,0,0,0,64.32000000000001,990,4.7,41,1,6.800000000000001
2003,1,1,15,30,62,29,382,55.93,991,5,42,1,8.6
2003,1,1,16,30,234,54,702,46.46,991,5.1000000000000005,43,1.1,11.5
2003,1,1,17,30,395,66,834,39,992,4.7,47,1.1,14.8
2003,1,1,18,30,512,74,892,33.85,991,3.9000000000000004,54,1.1,17.400000000000002
2003,1,1,19,30,572,77,917,30.09,990,2.8000000000000003,54,1.1,19.1
2003,1,1,20,30,566,77,912,25.6,989,2,47,1.2000000000000002,19.900000000000002
2003,1,1,21,30,500,73,885,25.1,989,1.6,35,1.2000000000000002,20
2003,1,1,22,30,377,65,819,27.75,989,1.4000000000000001,24,1.2000000000000002,19.200000000000003
2003,1,1,23,30,175,69,443,33.730000000000004,989,1.3,20,1.2000000000000002,18.5
2003,1,2,0,30,44,24,294,53.15,990,1.3,11,1.1,13.5
2003,1,2,1,30,0,0,0,55.09,990,1.9000000000000001,23,1.1,12
2003,1,2,2,30,0,0,0,54.31,990,2.8000000000000003,33,1.1,11.5
2003,1,2,3,30,0,0,0,52.06,990,3.5,39,1,11.100000000000001
2003,1,2,4,30,0,0,0,50.34,991,3.9000000000000004,43,1,10.700000000000001
2003,1,2,5,30,0,0,0,49.2,991,4,45,1,10.4
2003,1,2,6,30,0,0,0,48.5,991,4,47,1,10.200000000000001
2003,1,2,7,30,0,0,0,47.84,990,3.9000000000000004,47,1,10
2003,1,2,8,30,0,0,0,47.38,991,3.9000000000000004,45,1,9.8
2003,1,2,9,30,0,0,0,47.04,991,4,43,1,9.700000000000001
2003,1,2,10,30,0,0,0,46.68,990,4.2,43,1,9.600000000000001
2003,1,2,11,30,0,0,0,46.04,990,4.4,43,1,9.600000000000001
2003,1,2,12,30,0,0,0,45.730000000000004,991,4.6000000000000005,43,1,9.5
2003,1,2,13,30,0,0,0,45.09,991,4.800000000000001,44,1,9.5
2003,1,2,14,30,0,0,0,43.26,991,4.9,46,1,10
2003,1,2,15,30,63,26,419,39.1,992,5.300000000000001,46,1,11.700000000000001
2003,1,2,16,30,236,51,723,33.15,992,5.2,45,1,14.600000000000001
2003,1,2,17,30,396,64,843,28.98,992,4.5,48,1.1,17.7
2003,1,2,18,30,513,72,898,25.810000000000002,991,3.7,54,1.1,20.400000000000002
2003,1,2,19,30,572,77,916,21.69,990,2.6,55,1.1,22.200000000000003
2003,1,2,20,30,568,79,910,18.6,989,1.8,46,1.1,23
2003,1,2,21,30,502,75,883,19.56,989,1.3,27,1.1,23
2003,1,2,22,30,379,67,817,23.2,989,1.2000000000000002,187,1.1,21.8
2003,1,2,23,30,214,53,672,32.28,989,1.1,357,1.2000000000000002,20.900000000000002
2003,1,3,0,30,46,23,326,47.52,989,1.4000000000000001,183,1.2000000000000002,15.8
2003,1,3,1,30,0,0,0,47.81,989,1.9000000000000001,21,1.2000000000000002,14.5
2003,1,3,2,30,0,0,0,47.04,989,2.5,36,1.2000000000000002,14
2003,1,3,3,30,0,0,0,46.01,989,2.9000000000000004,44,1.2000000000000002,13.600000000000001
2003,1,3,4,30,0,0,0,45.35,989,3.2,49,1.2000000000000002,13.200000000000001
2003,1,3,5,30,0,0,0,44.53,989,3.3000000000000003,53,1.2000000000000002,12.9
2003,1,3,6,30,0,0,0,44.28,989,3.3000000000000003,55,1.2000000000000002,12.700000000000001
2003,1,3,7,30,0,0,0,43.64,989,3.2,55,1.2000000000000002,12.8
2003,1,3,8,30,0,0,0,43.1,989,3.2,57,1.2000000000000002,12.9
2003,1,3,9,30,0,0,0,42.79,989,3.3000000000000003,57,1.3,12.9
2003,1,3,10,30,0,0,0,42.49,988,3.3000000000000003,57,1.3,12.8
2003,1,3,11,30,0,0,0,42.81,988,3.2,54,1.3,12.600000000000001
2003,1,3,12,30,0,0,0,43.730000000000004,989,3.2,49,1.3,12.4
2003,1,3,13,30,0,0,0,43.300000000000004,989,3.6,46,1.3,12.4
2003,1,3,14,30,0,0,0,40.28,989,4.1000000000000005,50,1.3,13.100000000000001
2003,1,3,15,30,32,30,30,35.92,990,4.5,54,1.3,14.9
2003,1,3,16,30,172,88,332,31.36,990,4.3,58,1.3,17.6
2003,1,3,17,30,355,81,695,28.490000000000002,990,3.4000000000000004,69,1.3,20.400000000000002
2003,1,3,18,30,445,119,663,24.69,990,2.3000000000000003,92,1.3,23
2003,1,3,19,30,459,193,493,21.16,989,1.5,122,1.3,24.6
2003,1,3,20,30,564,77,903,20.51,988,0.9,150,1.3,25.200000000000003
2003,1,3,21,30,500,73,878,20.59,988,0.5,194,1.3,25.3
2003,1,3,22,30,355,68,745,22.39,988,0.5,250,1.3,24.3
2003,1,3,23,30,169,78,376,32.93,988,0.6000000000000001,275,1.3,23.400000000000002
2003,1,4,0,30,36,26,146,45.77,988,0.9,343,1.3,18.400000000000002
2003,1,4,1,30,0,0,0,46.910000000000004,988,1.2000000000000002,185,1.3,16.6
2003,1,4,2,30,0,0,0,48.6,989,1.6,22,1.3,15.8
2003,1,4,3,30,0,0,0,49.01,989,1.9000000000000001,35,1.3,15.3
2003,1,4,4,30,0,0,0,47.92,989,2.1,46,1.3,15
2003,1,4,5,30,0,0,0,46.17,989,2.2,54,1.3,14.9
2003,1,4,6,30,0,0,0,45.13,988,2.1,61,1.3,14.8
2003,1,4,7,30,0,0,0,46.19,988,2,65,1.3,14.4
2003,1,4,8,30,0,0,0,46.85,988,1.9000000000000001,66,1.3,14.100000000000001
2003,1,4,9,30,0,0,0,46.4,988,1.8,63,1.3,14.100000000000001
2003,1,4,10,30,0,0,0,45.51,988,1.8,57,1.3,14.3
2003,1,4,11,30,0,0,0,44.2,988,1.7000000000000002,53,1.3,14.700000000000001
2003,1,4,12,30,0,0,0,43.97,988,1.7000000000000002,49,1.3,15
2003,1,4,13,30,0,0,0,43.72,989,1.7000000000000002,44,1.3,15
2003,1,4,14,30,0,0,0,41.92,989,1.7000000000000002,42,1.2000000000000002,15.100000000000001
