Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Relative Humidity,Pressure,Wind Speed,Wind Direction,Precipitable Water,Temperature
2016,1,1,22,30,382,68,827,21.45,988,0.30000000000000004,210,0.8,15.9
2016,1,1,23,30,215,54,679,24.92,988,0.4,255,0.8,15.5
2016,1,2,0,30,44,23,321,38.72,988,0.8,320,0.8,11.8
2016,1,2,1,30,0,0,0,41.31,988,1.1,170,0.7000000000000001,10.100000000000001
2016,1,2,2,30,0,0,0,43.54,989,1.6,15,0.7000000000000001,9.1
2016,1,2,3,30,0,0,0,44.15,989,2,31,0.7000000000000001,8.6
2016,1,2,4,30,0,0,0,44.38,989,2.4000000000000004,39,0.8,8.3
2016,1,2,5,30,0,0,0,44.31,989,2.7,46,0.8,8.200000000000001
2016,1,2,6,30,0,0,0,44.64,989,2.8000000000000003,53,0.8,8
2016,1,2,7,30,0,0,0,44.19,988,2.8000000000000003,58,0.9,8
2016,1,2,8,30,0,0,0,43.42,988,2.6,62,0.9,8.200000000000001
2016,1,2,9,30,0,0,0,43.64,988,2.4000000000000004,65,1,8.200000000000001
2016,1,2,10,30,0,0,0,43.86,988,2.3000000000000003,68,1,8.200000000000001
2016,1,2,11,30,0,0,0,43.95,988,2.3000000000000003,70,1,8.3
2016,1,2,12,30,0,0,0,43.84,988,2.4000000000000004,73,1,8.5
2016,1,2,13,30,0,0,0,44.300000000000004,988,2.5,76,1,8.5
2016,1,2,14,30,0,0,0,44.33,989,2.5,76,0.9,8.700000000000001
2016,1,2,15,30,32,30,25,40.9,989,3,74,0.9,10.200000000000001
2016,1,2,16,30,173,87,338,33.68,989,3.4000000000000004,81,0.9,12.8
2016,1,2,17,30,231,169,157,28.51,989,3.3000000000000003,107,0.8,15.3
2016,1,2,18,30,258,216,84,25.66,988,3.4000000000000004,132,0.9,17
2016,1,2,19,30,574,81,913,25.490000000000002,987,3.4000000000000004,145,0.9,17.7
2016,1,2,20,30,405,228,328,26.95,986,3.4000000000000004,155,0.9,17.8
2016,1,2,21,30,502,79,873,29.990000000000002,986,3.3000000000000003,163,1,17.400000000000002
2016,1,2,22,30,378,72,798,35.27,986,2.7,171,1,16.400000000000002
2016,1,2,23,30,212,57,645,43.32,986,2.3000000000000003,176,1.1,15.700000000000001
2016,1,3,0,30,26,24,27,60.81,987,1.1,198,1.2000000000000002,12.5
2016,1,3,1,30,0,0,0,66.06,987,0.6000000000000001,173,1.2000000000000002,11.700000000000001
2016,1,3,2,30,0,0,0,69.93,987,0.6000000000000001,111,1.2000000000000002,11.200000000000001
2016,1,3,3,30,0,0,0,71.55,987,1.2000000000000002,82,1.2000000000000002,10.600000000000001
2016,1,3,4,30,0,0,0,69.51,987,1.4000000000000001,93,1.2000000000000002,10.4
2016,1,3,5,30,0,0,0,68.15,987,1.5,102,1.3,10.200000000000001
2016,1,3,6,30,0,0,0,68.08,987,1.5,105,1.3,9.9
2016,1,3,7,30,0,0,0,68.16,987,1.6,103,1.2000000000000002,9.5
2016,1,3,8,30,0,0,0,67.58,986,1.6,99,1.2000000000000002,9.1
2016,1,3,9,30,0,0,0,67.04,986,1.6,92,1.3,8.700000000000001
2016,1,3,10,30,0,0,0,65.53,986,1.6,86,1.3,8.5
2016,1,3,11,30,0,0,0,63.92,985,1.5,86,1.3,8.4
2016,1,3,12,30,0,0,0,62.6,985,1.6,90,1.4000000000000001,8.5
2016,1,3,13,30,0,0,0,63.190000000000005,985,1.7000000000000002,94,1.4000000000000001,8.4
2016,1,3,14,30,0,0,0,62.09,985,1.8,97,1.4000000000000001,8.700000000000001
2016,1,3,15,30,36,30,65,55.77,985,2.3000000000000003,102,1.4000000000000001,10.8
2016,1,3,16,30,219,68,591,49.370000000000005,986,3.3000000000000003,118,1.5,13.5
2016,1,3,17,30,340,101,607,49.63,986,4.3,136,1.5,15
2016,1,3,18,30,422,156,540,51.32,985,4.800000000000001,143,1.6,15.700000000000001
2016,1,3,19,30,440,209,425,52.980000000000004,984,5,149,1.6,15.9
2016,1,3,20,30,465,178,532,56.76,983,4.9,155,1.7000000000000002,15.5
2016,1,3,21,30,354,203,310,61.86,983,4.6000000000000005,156,1.8,14.9
2016,1,3,22,30,279,144,351,68.36,983,4.2,153,1.8,14
2016,1,3,23,30,166,80,356,73.83,982,3.9000000000000004,151,1.8,13.5
2016,1,4,0,30,31,26,84,83.99,982,2.7,132,1.9000000000000001,12.100000000000001
2016,1,4,1,30,0,0,0,88.53,982,2.5,120,1.9000000000000001,11.700000000000001
2016,1,4,2,30,0,0,0,90.15,981,2.7,113,1.9000000000000001,11.600000000000001
2016,1,4,3,30,0,0,0,90.47,981,2.8000000000000003,111,1.9000000000000001,11.5
2016,1,4,4,30,0,0,0,90.47,981,2.5,108,2,11.4
2016,1,4,5,30,0,0,0,90.18,981,2.3000000000000003,106,2.1,11.3
2016,1,4,6,30,0,0,0,89.18,980,2.3000000000000003,105,2.2,11.200000000000001
2016,1,4,7,30,0,0,0,86.51,979,2.4000000000000004,103,2.2,11.200000000000001
2016,1,4,8,30,0,0,0,83.72,979,2.5,96,2.3000000000000003,11.100000000000001
2016,1,4,9,30,0,0,0,79.48,978,2.8000000000000003,85,2.3000000000000003,11
2016,1,4,10,30,0,0,0,75.82000000000001,978,3.1,75,2.2,10.8
2016,1,4,11,30,0,0,0,72.15,977,3.3000000000000003,70,2.2,10.5
2016,1,4,12,30,0,0,0,69.22,977,3.4000000000000004,72,2.1,10.4
2016,1,4,13,30,0,0,0,67.74,977,3.3000000000000003,75,2.1,10.5
2016,1,4,14,30,0,0,0,66.88,978,3.1,78,2.1,10.700000000000001
2016,1,4,15,30,26,26,0,64.46000000000001,978,3.1,79,2.1,11.600000000000001
2016,1,4,16,30,141,101,155,61.74,979,3.2,79,2.1,12.9
2016,1,4,17,30,280,154,318,57.29,979,3.2,86,2.1,14.200000000000001
2016,1,4,18,30,393,186,421,54.71,979,2.6,101,2.1,15.200000000000001
2016,1,4,19,30,527,103,781,54.24,978,1.8,126,2.1,15.8
2016,1,4,20,30,514,116,736,56.72,978,1.3,163,2.1,16
2016,1,4,21,30,486,84,824,58.480000000000004,978,1.1,197,2.1,16.2
2016,1,4,22,30,365,79,740,58.800000000000004,978,1.3,216,2.1,16.2
2016,1,4,23,30,207,62,591,61.71,978,1.4000000000000001,222,2.1,16
2016,1,5,0,30,28,26,29,74.89,979,1,230,2,13.8
2016,1,5,1,30,0,0,0,79.83,980,1,233,2,12.8
2016,1,5,2,30,0,0,0,85.71000000000001,980,0.9,231,2,12.200000000000001
2016,1,5,3,30,0,0,0,89.71000000000001,981,0.6000000000000001,218,2,11.9
2016,1,5,4,30,0,0,0,91.92,981,0.5,183,2,11.700000000000001
2016,1,5,5,30,0,0,0,92.34,981,0.6000000000000001,141,2,11.700000000000001
2016,1,5,6,30,0,0,0,92.94,981,0.8,119,2.1,11.600000000000001
2016,1,5,7,30,0,0,0,93.9,981,1.1,113,2.1,11.4
2016,1,5,8,30,0,0,0,94.8,981,1.4000000000000001,113,2.1,11.200000000000001
2016,1,5,9,30,0,0,0,95.3,981,1.8,111,2.2,11
2016,1,5,10,30,0,0,0,95.02,981,2.2,109,2.3000000000000003,10.8
2016,1,5,11,30,0,0,0,93.67,980,2.4000000000000004,112,2.3000000000000003,10.700000000000001
2016,1,5,12,30,0,0,0,92.16,980,2.7,122,2.3000000000000003,10.8
2016,1,5,13,30,0,0,0,92.14,980,3.3000000000000003,136,2.4000000000000004,11.3
2016,1,5,14,30,0,0,0,92.98,980,3.9000000000000004,150,2.4000000000000004,11.9
2016,1,5,15,30,11,11,0,91.62,980,5.1000000000000005,160,2.4000000000000004,12.700000000000001
2016,1,5,16,30,33,33,0,91.07000000000001,980,6.5,166,2.4000000000000004,13.4
2016,1,5,17,30,63,63,0,90.45,980,7.300000000000001,171,2.5,13.600000000000001
2016,1,5,18,30,148,148,0,90.65,980,7.5,183,2.5,13.8
2016,1,5,19,30,63,63,0,91.07000000000001,979,7.300000000000001,206,2.4000000000000004,13.9
2016,1,5,20,30,10,10,0,88.66,979,6.7,232,2.2,13.600000000000001
2016,1,5,21,30,71,71,0,83.16,979,5.800000000000001,254,1.9000000000000001,13.200000000000001
2016,1,5,22,30,149,143,14,78.83,979,5,265,1.7000000000000002,12.8
2016,1,5,23,30,81,81,0,77.01,979,4.7,268,1.6,12.600000000000001
2016,1,6,0,30,22,22,0,87.67,979,3.2,270,1.5,10.600000000000001
2016,1,6,1,30,0,0,0,92.21000000000001,980,2.9000000000000004,273,1.5,9.9
2016,1,6,2,30,0,0,0,93.33,980,2.8000000000000003,277,1.5,9.8
2016,1,6,3,30,0,0,0,93.42,981,2.9000000000000004,279,1.5,9.700000000000001
2016,1,6,4,30,0,0,0,93.29,982,3,282,1.4000000000000001,9.4
2016,1,6,5,30,0,0,0,91.94,982,3,285,1.3,9.200000000000001
2016,1,6,6,30,0,0,0,90.73,982,2.9000000000000004,287,1.3,9
2016,1,6,7,30,0,0,0,89.73,982,2.8000000000000003,287,1.3,8.9
2016,1,6,8,30,0,0,0,90.81,982,2.6,289,1.2000000000000002,8.6
2016,1,6,9,30,0,0,0,91.57000000000001,982,2.4000000000000004,291,1.2000000000000002,8.3
2016,1,6,10,30,0,0,0,91.81,982,2.1,292,1.3,8
2016,1,6,11,30,0,0,0,91.95,982,1.9000000000000001,290,1.3,7.800000000000001
2016,1,6,12,30,0,0,0,92.14,983,1.6,284,1.4000000000000001,7.7
2016,1,6,13,30,0,0,0,91.77,984,1.4000000000000001,269,1.5,7.800000000000001
2016,1,6,14,30,0,0,0,88.73,984,1.3,244,1.7000000000000002,8.4
2016,1,6,15,30,15,15,0,85.11,985,1.8,216,1.9000000000000001,9.600000000000001
2016,1,6,16,30,33,33,0,85.03,985,3,199,2,10.600000000000001
2016,1,6,17,30,120,120,0,85.76,984,4.4,196,2,11.3
2016,1,6,18,30,20,20,0,87.62,984,5.6000000000000005,200,2,11.9
2016,1,6,19,30,109,109,0,88.93,982,6.4,210,1.9000000000000001,12.600000000000001
2016,1,6,20,30,12,12,0,89.05,982,6.7,224,1.6,13.200000000000001
2016,1,6,21,30,401,177,455,85.01,981,6.2,237,1.4000000000000001,13.3
2016,1,6,22,30,8,8,0,78.93,981,5.300000000000001,246,1.4000000000000001,12.9
2016,1,6,23,30,18,18,0,76.23,982,4.9,248,1.4000000000000001,12.600000000000001
2016,1,7,0,30,14,14,0,87.59,982,2.9000000000000004,251,1.4000000000000001,10.3
2016,1,7,1,30,0,0,0,89.07000000000001,983,2.5,250,1.5,9.700000000000001
2016,1,7,2,30,0,0,0,87.41,983,2.4000000000000004,246,1.6,9.700000000000001
2016,1,7,3,30,0,0,0,85.84,983,2.6,241,1.6,9.600000000000001
2016,1,7,4,30,0,0,0,87.07000000000001,983,2.7,235,1.7000000000000002,9.5
2016,1,7,5,30,0,0,0,89.43,982,2.7,225,1.7000000000000002,9.5
2016,1,7,6,30,0,0,0,90.76,982,2.8000000000000003,219,1.7000000000000002,9.600000000000001
2016,1,7,7,30,0,0,0,91.14,981,2.9000000000000004,219,1.8,9.9
2016,1,7,8,30,0,0,0,91.54,980,3.2,226,1.8,10.200000000000001
2016,1,7,9,30,0,0,0,91.28,980,4,236,1.7000000000000002,10.700000000000001
2016,1,7,10,30,0,0,0,91.16,980,4.9,246,1.6,11
2016,1,7,11,30,0,0,0,89.85000000000001,980,5,257,1.4000000000000001,10.700000000000001
2016,1,7,12,30,0,0,0,89.25,980,4.3,268,1.3,9.8
2016,1,7,13,30,0,0,0,89.82000000000001,980,3.1,278,1.2000000000000002,8.700000000000001
2016,1,7,14,30,0,0,0,86.93,981,2.4000000000000004,282,1.2000000000000002,8.4
2016,1,7,15,30,35,30,59,83.37,981,2.6,279,1.3,9
2016,1,7,16,30,220,70,585,79.3,982,3.1,275,1.3,9.8
2016,1,7,17,30,378,90,727,75.09,982,3.3000000000000003,274,1.4000000000000001,10.3
2016,1,7,18,30,372,203,340,72.21000000000001,982,3.6,275,1.4000000000000001,10.600000000000001
2016,1,7,19,30,563,95,856,69.32000000000001,981,3.8000000000000003,279,1.5,11
2016,1,7,20,30,565,91,867,67.09,981,3.9000000000000004,282,1.4000000000000001,11.3
2016,1,7,21,30,412,171,486,63.85,981,3.9000000000000004,284,1.3,11.8
2016,1,7,22,30,284,151,337,61.800000000000004,981,3.8000000000000003,284,1.2000000000000002,12
2016,1,7,23,30,166,89,305,61.76,981,3.7,284,1.2000000000000002,11.9
2016,1,8,0,30,32,29,41,76.16,981,2.6,281,1.2000000000000002,9.4
2016,1,8,1,30,0,0,0,80.58,982,2.6,286,1.2000000000000002,8.6
2016,1,8,2,30,0,0,0,83.83,982,2.6,298,1.1,8.200000000000001
2016,1,8,3,30,0,0,0,86.72,982,2.4000000000000004,313,1,7.7
2016,1,8,4,30,0,0,0,88.07000000000001,983,2.4000000000000004,326,1,7.1000000000000005
2016,1,8,5,30,0,0,0,87.2,983,2.4000000000000004,335,0.9,6.6000000000000005
2016,1,8,6,30,0,0,0,87.38,983,2.4000000000000004,343,0.9,6.1000000000000005
2016,1,8,7,30,0,0,0,88.15,983,2.3000000000000003,346,0.8,5.7
2016,1,8,8,30,0,0,0,88.67,983,2.2,344,0.8,5.4
2016,1,8,9,30,0,0,0,88.53,983,2,339,0.8,5.300000000000001
2016,1,8,10,30,0,0,0,87.7,983,1.9000000000000001,335,0.8,5.4
2016,1,8,11,30,0,0,0,86.54,983,1.9000000000000001,334,0.8,5.6000000000000005
2016,1,8,12,30,0,0,0,87.19,984,1.9000000000000001,338,0.9,5.5
2016,1,8,13,30,0,0,0,88.10000000000001,984,1.9000000000000001,348,0.9,5.300000000000001
2016,1,8,14,30,0,0,0,85.11,985,1.9000000000000001,179,0.9,5.7
2016,1,8,15,30,59,28,363,78.21000000000001,986,2.4000000000000004,9,0.9,7.300000000000001
2016,1,8,16,30,233,58,683,70.52,986,3,12,0.9,9.5
2016,1,8,17,30,398,72,819,61.2,987,2.8000000000000003,6,0.9,11.4
2016,1,8,18,30,524,74,905,50.82,987,2.3000000000000003,171,0.9,13.100000000000001
2016,1,8,19,30,587,78,927,43.76,986,2.1,324,0.9,14.3
2016,1,8,20,30,583,80,917,40.44,986,2.3000000000000003,300,1,15
2016,1,8,21,30,519,76,893,39.82,985,2.5,288,1,15.100000000000001
2016,1,8,22,30,395,70,820,41.12,986,2.6,281,1.1,14.700000000000001
2016,1,8,23,30,231,57,682,43.72,986,2.5,277,1.1,14.3
2016,1,9,0,30,58,28,358,61,987,1.7000000000000002,263,1.1,11.200000000000001
2016,1,9,1,30,0,0,0,64.57000000000001,987,1.7000000000000002,264,1.1,10.100000000000001
2016,1,9,2,30,0,0,0,68.29,988,1.4000000000000001,273,1.1,9.700000000000001
2016,1,9,3,30,0,0,0,69.14,988,0.8,288,1.2000000000000002,9.600000000000001
2016,1,9,4,30,0,0,0,69.06,989,0.30000000000000004,198,1.2000000000000002,9.4
2016,1,9,5,30,0,0,0,70.11,989,0.30000000000000004,113,1.2000000000000002,9
2016,1,9,6,30,0,0,0,72.56,989,0.7000000000000001,121,1.3,8.5
2016,1,9,7,30,0,0,0,77.57000000000001,989,1.2000000000000002,116,1.4000000000000001,7.7
2016,1,9,8,30,0,0,0,82.44,989,1.5,117,1.5,7.2
2016,1,9,9,30,0,0,0,85.19,989,1.6,118,1.5,7.1000000000000005
2016,1,9,10,30,0,0,0,85.10000000000001,989,1.5,117,1.4000000000000001,7.4
2016,1,9,11,30,0,0,0,84.35000000000001,990,1.2000000000000002,112,1.4000000000000001,7.7
2016,1,9,12,30,0,0,0,84.34,990,0.9,110,1.4000000000000001,7.9
2016,1,9,13,30,0,0,0,84.85000000000001,991,0.9,106,1.4000000000000001,8
2016,1,9,14,30,0,0,0,84.88,991,1.1,100,1.4000000000000001,8.200000000000001
2016,1,9,15,30,21,21,0,79.86,992,1.4000000000000001,99,1.4000000000000001,9.4
2016,1,9,16,30,99,95,16,71.18,992,1.6,111,1.4000000000000001,11.3
2016,1,9,17,30,159,151,20,61.93,992,1.5,135,1.4000000000000001,12.8
2016,1,9,18,30,385,197,376,55.18,992,1.4000000000000001,170,1.4000000000000001,14
2016,1,9,19,30,377,251,229,52.57,991,1.8,200,1.5,14.600000000000001
2016,1,9,20,30,253,230,42,54.47,990,2.2,214,1.7000000000000002,14.3
2016,1,9,21,30,228,206,43,58.31,990,2.3000000000000003,217,1.8,13.700000000000001
2016,1,9,22,30,207,170,93,62.910000000000004,990,2.1,216,1.8,13
2016,1,9,23,30,62,62,0,66.31,990,2,217,1.8,12.700000000000001
2016,1,10,0,30,21,21,0,76.61,991,1,195,1.9000000000000001,11.3
2016,1,10,1,30,0,0,0,79.94,991,0.8,176,1.9000000000000001,10.9
2016,1,10,2,30,0,0,0,81.46000000000001,991,0.9,161,1.9000000000000001,10.8
2016,1,10,3,30,0,0,0,83.08,991,0.9,148,1.9000000000000001,10.700000000000001
2016,1,10,4,30,0,0,0,84.8,991,0.9,140,2,10.5
2016,1,10,5,30,0,0,0,86.21000000000001,991,1,138,2,10.3
2016,1,10,6,30,0,0,0,87.85000000000001,991,1.1,137,2.1,10.100000000000001
2016,1,10,7,30,0,0,0,89.55,990,1.1,133,2.1,9.9
2016,1,10,8,30,0,0,0,90.60000000000001,990,1.2000000000000002,125,2.2,9.8
2016,1,10,9,30,0,0,0,91.58,990,1.4000000000000001,120,2.1,9.600000000000001
2016,1,10,10,30,0,0,0,92.33,989,1.4000000000000001,120,2.1,9.4
2016,1,10,11,30,0,0,0,91.56,989,1.4000000000000001,120,2,9.4
2016,1,10,12,30,0,0,0,91.3,990,1.3,110,2,9.4
2016,1,10,13,30,0,0,0,91.82000000000001,990,1.4000000000000001,97,2,9.200000000000001
2016,1,10,14,30,0,0,0,89.5,990,1.8,88,2,9.4
2016,1,10,15,30,14,14,0,85.43,991,2.3000000000000003,82,1.9000000000000001,10.100000000000001
2016,1,10,16,30,94,92,5,80.16,991,2.4000000000000004,76,1.9000000000000001,11.200000000000001
2016,1,10,17,30,260,167,233,73.4,992,1.8,63,1.8,12.600000000000001
2016,1,10,18,30,343,220,246,65.11,991,1.2000000000000002,31,1.8,14
2016,1,10,19,30,557,109,810,57.800000000000004,990,1.1,163,1.8,15
2016,1,10,20,30,378,253,226,53.49,990,1.6,310,1.7000000000000002,15.700000000000001
2016,1,10,21,30,288,227,121,53.07,989,2,299,1.8,15.8
2016,1,10,22,30,177,161,40,55.09,989,2.1,297,1.8,15.4
2016,1,10,23,30,110,100,39,57.72,989,2,298,1.8,15
2016,1,11,0,30,22,22,0,73.39,990,1.3,290,1.9000000000000001,12.5
2016,1,11,1,30,0,0,0,79.72,991,1.2000000000000002,303,1.9000000000000001,11.200000000000001
2016,1,11,2,30,0,0,0,85.34,992,1.1,324,1.9000000000000001,10.3
2016,1,11,3,30,0,0,0,87.54,992,1.1,345,1.9000000000000001,9.8
2016,1,11,4,30,0,0,0,87.17,992,1.1,185,1.8,9.5
2016,1,11,5,30,0,0,0,86.57000000000001,992,1.2000000000000002,19,1.7000000000000002,9.200000000000001
2016,1,11,6,30,0,0,0,85.99,992,1.4000000000000001,29,1.6,8.9
2016,1,11,7,30,0,0,0,86.21000000000001,992,1.6,40,1.5,8.5
2016,1,11,8,30,0,0,0,86.11,992,1.7000000000000002,48,1.4000000000000001,8.200000000000001
2016,1,11,9,30,0,0,0,85.26,992,1.6,46,1.4000000000000001,8
2016,1,11,10,30,0,0,0,82.92,992,1.5,37,1.3,8.1
2016,1,11,11,30,0,0,0,82.28,993,1.6,31,1.2000000000000002,8
2016,1,11,12,30,0,0,0,82.13,993,1.7000000000000002,30,1.2000000000000002,7.800000000000001
2016,1,11,13,30,0,0,0,82.44,993,1.8,31,1.1,7.5
2016,1,11,14,30,0,0,0,79.67,994,1.9000000000000001,35,1,7.800000000000001
2016,1,11,15,30,37,31,76,70.2,994,2.6,43,1,9.8
2016,1,11,16,30,141,102,150,60.51,995,3.1,50,0.9,12.4
2016,1,11,17,30,344,105,596,50.5,995,2.8000000000000003,59,0.9,14.5
2016,1,11,18,30,439,146,582,41.32,995,2,63,0.9,16
2016,1,11,19,30,483,179,548,38.62,994,1.2000000000000002,54,0.9,16.900000000000002
2016,1,11,20,30,472,200,488,34.37,993,0.8,26,0.9,17.3
2016,1,11,21,30,442,146,586,36.5,993,0.7000000000000001,178,0.9,17.2
2016,1,11,22,30,279,163,287,39.26,992,0.7000000000000001,332,0.8,16.5
2016,1,11,23,30,159,101,222,45.96,992,0.7000000000000001,315,0.8,16
2016,1,12,0,30,47,32,160,60.27,993,1.1,321,0.7000000000000001,12.5
2016,1,12,1,30,0,0,0,63.61,993,1.2000000000000002,343,0.7000000000000001,11.200000000000001
2016,1,12,2,30,0,0,0,66.72,993,1.4000000000000001,181,0.6000000000000001,10.4
2016,1,12,3,30,0,0,0,66.39,994,1.6,14,0.6000000000000001,9.9
2016,1,12,4,30,0,0,0,64.66,994,1.8,23,0.5,9.4
2016,1,12,5,30,0,0,0,62.89,994,2,29,0.5,8.8
2016,1,12,6,30,0,0,0,61.04,994,2.2,35,0.5,8.200000000000001
2016,1,12,7,30,0,0,0,59.1,993,2.5,40,0.5,7.7
2016,1,12,8,30,0,0,0,58.25,993,2.7,43,0.4,7.2
2016,1,12,9,30,0,0,0,58.44,993,2.7,42,0.4,6.7
2016,1,12,10,30,0,0,0,58.49,993,2.8000000000000003,41,0.4,6.4
2016,1,12,11,30,0,0,0,58.6,992,2.9000000000000004,41,0.4,6.2
2016,1,12,12,30,0,0,0,58.9,992,3,41,0.30000000000000004,6
2016,1,12,13,30,0,0,0,59.26,993,2.9000000000000004,38,0.30000000000000004,5.800000000000001
2016,1,12,14,30,0,0,0,56.25,993,3.1,36,0.30000000000000004,6.4
2016,1,12,15,30,66,28,429,48.71,994,3.9000000000000004,37,0.30000000000000004,8.9
2016,1,12,16,30,252,55,757,39.53,993,4.3,44,0.30000000000000004,12
2016,1,12,17,30,425,68,887,32.09,993,3.6,56,0.30000000000000004,14.9
2016,1,12,18,30,555,72,959,26.03,992,2.4000000000000004,73,0.30000000000000004,17.5
2016,1,12,19,30,622,75,983,22.54,991,1.4000000000000001,101,0.30000000000000004,19.200000000000003
2016,1,12,20,30,624,75,983,20.490000000000002,990,1,146,0.30000000000000004,20
2016,1,12,21,30,559,73,958,21.48,989,1.3,182,0.30000000000000004,20
2016,1,12,22,30,429,66,889,23.75,989,1.6,200,0.4,18.900000000000002
2016,1,12,23,30,258,55,762,30.18,989,1.7000000000000002,208,0.4,18.1
2016,1,13,0,30,72,30,447,49.56,990,2.1,252,0.4,13.100000000000001
2016,1,13,1,30,0,0,0,55.35,991,2.5,277,0.5,11.600000000000001
2016,1,13,2,30,0,0,0,59.01,992,2.1,296,0.5,11.4
2016,1,13,3,30,0,0,0,59.03,992,1.4000000000000001,315,0.5,11.200000000000001
2016,1,13,4,30,0,0,0,57.980000000000004,991,1,337,0.4,11
2016,1,13,5,30,0,0,0,56.160000000000004,991,0.9,179,0.4,10.9
2016,1,13,6,30,0,0,0,54.410000000000004,991,1,22,0.4,10.700000000000001
2016,1,13,7,30,0,0,0,52.980000000000004,990,1.1,43,0.4,10.4
2016,1,13,8,30,0,0,0,51.03,990,1.3,54,0.4,10.200000000000001
2016,1,13,9,30,0,0,0,49.27,990,1.4000000000000001,54,0.4,9.8
2016,1,13,10,30,0,0,0,46.99,989,1.5,50,0.30000000000000004,9.5
2016,1,13,11,30,0,0,0,43.160000000000004,989,1.3,36,0.4,9.8
2016,1,13,12,30,0,0,0,39.57,989,1,14,0.5,10.3
2016,1,13,13,30,0,0,0,38.9,990,1,178,0.6000000000000001,10.5
2016,1,13,14,30,0,0,0,38.79,990,1,347,0.8,10.9
2016,1,13,15,30,26,26,0,40.69,991,1,341,1,11.5
2016,1,13,16,30,103,97,23,45.51,991,1,343,1.2000000000000002,12.8
2016,1,13,17,30,281,161,299,38.88,991,1.1,342,1.2000000000000002,14.3
2016,1,13,18,30,522,82,870,33.78,990,1.3,313,1.1,16
2016,1,13,19,30,477,199,498,35.25,989,2.1,276,1.1,17.6
2016,1,13,20,30,532,125,726,40.27,988,3.2,263,1.2000000000000002,18.1
2016,1,13,21,30,523,83,861,47.1,988,4,263,1.3,17.8
2016,1,13,22,30,401,77,789,56.6,988,4.1000000000000005,264,1.4000000000000001,16.900000000000002
2016,1,13,23,30,212,72,519,64.95,988,3.9000000000000004,265,1.4000000000000001,16.3
2016,1,14,0,30,67,32,352,87.73,988,2.1,263,1.3,12.700000000000001
2016,1,14,1,30,0,0,0,96.41,988,1.6,266,1.2000000000000002,11.700000000000001
2016,1,14,2,30,0,0,0,97.88,988,1.1,280,1.1,11.700000000000001
2016,1,14,3,30,0,0,0,98.09,988,0.6000000000000001,301,1.1,11.600000000000001
2016,1,14,4,30,0,0,0,99.17,988,0.2,164,1,11.3
2016,1,14,5,30,0,0,0,100,988,0.30000000000000004,182,1,10.9
2016,1,14,6,30,0,0,0,100,988,0.6000000000000001,341,1.1,10.5
2016,1,14,7,30,0,0,0,100,988,1,169,1.1,9.9
2016,1,14,8,30,0,0,0,100,988,1.1,15,1.1,9.1
2016,1,14,9,30,0,0,0,100,988,1.4000000000000001,28,1,8.5
2016,1,14,10,30,0,0,0,100,987,1.5,37,1,8
2016,1,14,11,30,0,0,0,100,987,1.4000000000000001,42,1,7.5
2016,1,14,12,30,0,0,0,100,988,1.5,43,0.9,6.9
2016,1,14,13,30,0,0,0,100,988,1.5,43,0.9,6.5
2016,1,14,14,30,0,0,0,97.82000000000001,988,1.7000000000000002,39,0.9,6.800000000000001
2016,1,14,15,30,61,29,362,84.37,989,2.3000000000000003,36,0.9,8.700000000000001
